Verkooporderregel artikel.Artikel.Artikelcode,Omschrijving_standaard_artikelen,Priority,ArticleType,Aantal_orders_5jr,Totale_kosten_5jr,Aantal_klantlocaties_5jr,Annual_Use,Annual_Use_genormaliseerd,Aandeel_pct,Cumulatief_pct,ABC_categorie,Aandeel,Cumulatief_aandeel,Totaal_orders_5jr,Gem_orders_per_klantlocatie_5jr,Max_orders_op_1_klantlocatie_5jr,Aantal_klantlocaties_met_orders_5jr,Incourant,Artikelcode,Standaard verkoopprijs,Engineering status,Hoofdleverancier.Relatie,Artikelgroep,Inkoopprijs (standaard),Hoofdleverancier.Levertijd,MTBF(years),Hoofdleverancier.Bestelhoeveelheid,Laatste_order_datum,Unnamed: 29
VEETSP09258,TORSss d1.0 Do7 N3.38 E50 R,Onbekend,Onbekend,3.0,267.26,1.0,53.452,53.452,0.0105773822617266,96.85617432961804,C,0.0001057738226172,0.9685617432961804,3.0,3.0,3.0,1.0,Uitgeschakeld,VEETSP09258,13.1,Custom approved,Amatec B.V.,700-General parts," 6,55",21 dagen,5.0,1.0,2024-04-24,
RIETPIR0600-5M-15,Toothed belt endless,3,Wear,2.0,53.66999999999999,2.0,10.734,5.366999999999999,0.00106205213273,99.94202446322252,C,1.062052132730053e-05,0.9994202446322252,2.0,1.0,1.0,2.0,Uitgeschakeld,RIETPIR0600-5M-15,13.24,Custom Approved,Ammertech B.V.,360-Drive belt," 6,67",0 dagen,3.0,1.0,2024-11-01,
RIETCON615-5M-15,Toothed belt endless,3,Wear,9.0,110.86,8.0,22.172,2.771500000000001,0.0005484400010921,99.99077978989152,C,5.484400010921077e-06,0.9999077978989152,9.0,1.125,2.0,8.0,Uitgeschakeld,RIETCON615-5M-15,13.24,Standard Approved,Ammertech B.V.,360-Drive belt," 6,67",21 dagen,5.0,1.0,2025-02-07,
000391942,Toothed belt endless,3,Wear,1.0,10.54,1.0,2.108,2.108,0.0004171428909623,99.99555906406592,C,4.171428909623534e-06,0.9999555906406592,1.0,1.0,1.0,1.0,Uitgeschakeld,000391942,13.24,Custom Approved,Eriks B.V.,360-Drive belt," 6,62",0 dagen,5.0,1.0,2024-05-15,
BELTVMUL-00000002,PolyVee belt endless,3,Wear,60.0,5455.14,40.0,1091.028,27.2757,0.0053974688572209,98.67301698948395,C,5.397468857220999e-05,0.9867301698948396,60.0,1.5,6.0,40.0,Uitgeschakeld,BELTVMUL-00000002,13.32,Standard Approved,Interroll Foerdertechnik GmbH,360-Drive belt," 6,66",0 dagen,3.0,1.0,2026-04-22,
000264283,PolyVee belt endless,3,Wear,9.0,1503.83,5.0,300.766,60.15319999999999,0.0119034533911938,96.15808214278157,C,0.0001190345339119,0.9615808214278156,9.0,1.8,5.0,5.0,Uitgeschakeld,000264283,13.34,Standard Approved,Interroll Foerdertechnik GmbH,360-Drive belt," 6,67",0 dagen,3.0,1.0,2025-09-15,
RIETPIR0640-5M-15,Toothed belt endless,3,Wear,22.0,428.63,18.0,85.726,4.762555555555555,0.0009424412679379,99.954947752833,C,9.4244126793798e-06,0.99954947752833,22.0,1.222222222222222,3.0,18.0,Uitgeschakeld,RIETPIR0640-5M-15,13.58,Standard Approved,Ammertech B.V.,360-Drive belt," 6,43",0 dagen,3.0,1.0,2026-03-30,
000336229,Air supply unit,1,Critical,6.0,57.98,5.0,11.596,2.3192,0.0004589363343073,99.99470617703552,C,4.589363343073483e-06,0.9999470617703552,6.0,1.2,2.0,5.0,Uitgeschakeld,000336229,13.66,Standard Approved,Festo B.V.,500-Air supply," 6,83",0 dagen,10.0,1.0,2025-02-07,
000871881,Connecting cable,3,Critical,3.0,53.51000000000001,3.0,10.702,3.567333333333334,0.0007059239751864,99.97976379713285,C,7.059239751864497e-06,0.9997976379713284,3.0,1.0,1.0,3.0,Uitgeschakeld,000871881,13.72,Standard Approved,Festo B.V.,"530-Electric, accessory"," 6,86",0 dagen,10.0,0.0,2026-03-04,
000295098,Toothed belt open-ended,3,Wear,29.0,1096.91,24.0,219.382,9.140916666666667,0.001808855979307,99.768063406165,C,1.808855979307065e-05,0.99768063406165,29.0,1.208333333333333,5.0,24.0,Uitgeschakeld,000295098,13.76,Custom Approved,Ammertech B.V.,360-Drive belt," 6,88",0 dagen,5.0,1.0,2025-12-15,
RIETPIR25AT10,Toothed belt open-ended,3,Wear,10.0,341.56,6.0,68.312,11.38533333333333,0.00225299376719,99.67396499217098,C,2.252993767190093e-05,0.9967396499217098,10.0,1.666666666666667,4.0,6.0,Uitgeschakeld,RIETPIR25AT10,14.16,Custom Approved,Ammertech B.V.,360-Drive belt," 7,08",21 dagen,3.0,1.0,2025-09-26,
000404076,Toothed belt endless,3,Wear,1.0,135.25,1.0,27.05,27.05,0.0053528060723584,98.6891507031802,C,5.352806072358474e-05,0.9868915070318018,1.0,1.0,1.0,1.0,Uitgeschakeld,000404076,14.18,Custom Approved,Eriks B.V.,360-Drive belt," 7,09",0 dagen,3.0,1.0,2021-07-30,
RIETGAT425-5MR15,Toothed belt endless,3,Wear,4.0,81.57,3.0,16.314,5.438,0.0010761020118848,99.93882049711836,C,1.076102011884857e-05,0.9993882049711836,4.0,1.333333333333333,2.0,3.0,Uitgeschakeld,RIETGAT425-5MR15,14.18,Custom Approved,Ammertech B.V.,360-Drive belt," 7,15",21 dagen,3.0,1.0,2024-12-20,
000498119,"Spring, tension",2,Wear,2.0,166.6,1.0,33.32,33.32,0.006593548921663,98.30290333923722,C,6.593548921663007e-05,0.983029033392372,2.0,2.0,2.0,1.0,Uitgeschakeld,000498119,14.36,Custom Approved,ATV Springs,700-General parts," 5,10",0 dagen,5.0,0.0,2026-05-08,
RIETPIR0345-5M-25,Gear belt,3,Wear,2.0,25.47,2.0,5.093999999999999,2.547,0.0005040146789758,99.99232428717043,C,5.040146789758607e-06,0.9999232428717044,2.0,1.0,1.0,2.0,Uitgeschakeld,RIETPIR0345-5M-25,14.52,Custom approved,Ammertech B.V.,360-Drive belt," 7,32",21 dagen,3.0,1.0,2023-12-04,
RIETPIR0710-5M-15,Toothed belt endless,3,Wear,4.0,402.31,2.0,80.462,40.231,0.0079611364546045,97.88747576332668,C,7.961136454604576e-05,0.9788747576332668,4.0,2.0,3.0,2.0,Uitgeschakeld,RIETPIR0710-5M-15,14.62,Standard Approved,Ammertech B.V.,360-Drive belt," 7,37",21 dagen,5.0,1.0,2025-12-29,
RIETPIR0400-5M-25,Gear belt,3,Wear,2.0,38.18,2.0,7.636,3.818,0.000755527304409,99.97539395490632,C,7.555273044090444e-06,0.9997539395490632,2.0,1.0,1.0,2.0,Uitgeschakeld,RIETPIR0400-5M-25,14.84,Custom approved,Ammertech B.V.,360-Drive belt," 7,42",21 dagen,3.0,1.0,2023-11-13,
VEEDSPEC1100-085-,Compression spring,2,Wear,1.0,109.4,1.0,21.88,21.88,0.0043297374071424,98.99969099103735,C,4.329737407142455e-05,0.9899969099103736,1.0,1.0,1.0,1.0,Uitgeschakeld,VEEDSPEC1100-085-,15.02,Custom Approved,Amatec B.V.,700-General parts," 7,51",21 dagen,5.0,1.0,2026-05-08,
BEVCFESEV25DP,Rod clamping plate,Onbekend,Onbekend,7.0,601.63,3.0,120.326,40.10866666666666,0.0079369284468589,97.89541269177354,C,7.936928446858972e-05,0.9789541269177354,7.0,2.333333333333333,5.0,3.0,Uitgeschakeld,BEVCFESEV25DP,15.04,Custom Approved,Festo B.V.,520-Cylinder mounting," 7,52",0 dagen,2.0,1.0,2025-12-09,
FITZPIA3250003,Suction cup fitting,2,Consumable,1.0,272.0,1.0,54.4,54.4,0.0107649778312865,96.7707728476061,C,0.0001076497783128,0.9677077284760608,1.0,1.0,1.0,1.0,Uitgeschakeld,FITZPIA3250003,15.38,Standard Approved,Pneutec B.V.,560-Vacuum component," 7,69",0 dagen,4.0,1.0,2025-01-27,
RIETGAT800-5MR-15,Toothed belt endless,3,Wear,11.0,455.12,6.0,91.024,15.17066666666667,0.0030020568079504,99.43001765067892,C,3.002056807950448e-05,0.9943001765067891,11.0,1.833333333333333,4.0,6.0,Uitgeschakeld,RIETGAT800-5MR-15,15.58,Custom Approved,Ammertech B.V.,360-Drive belt," 7,86",21 dagen,5.0,1.0,2026-03-23,
000310029,"Spring, torsion",2,Wear,2.0,435.2,2.0,87.04,43.52,0.0086119822650292,97.60623198254964,C,8.611982265029234e-05,0.9760623198254964,2.0,1.0,1.0,2.0,Uitgeschakeld,000310029,15.64,Custom Approved,ATV Springs,700-General parts," 7,82",0 dagen,5.0,1.0,2025-12-09,
RIETPIR0500-5M-25,Toothed belt endless,3,Wear,17.0,435.79,15.0,87.158,5.810533333333334,0.0011498210022295,99.92443837253118,C,1.149821002229501e-05,0.999244383725312,17.0,1.133333333333333,2.0,15.0,Uitgeschakeld,RIETPIR0500-5M-25,15.88,Standard Approved,Ammertech B.V.,360-Drive belt," 7,78",21 dagen,3.0,1.0,2025-09-17,
MAGNSENS-00000001,"Safety sensor, switch magnet",1,Critical,87.0,2726.52,68.0,545.304,8.019176470588235,0.0015868797229973,99.82204855361164,C,1.586879722997371e-05,0.9982204855361164,87.0,1.279411764705882,5.0,68.0,Uitgeschakeld,MAGNSENS-00000001,15.9,Standard Approved,Schmersal Nederland B.V.,660-Sensor and lighting," 8,20",0 dagen,10.0,1.0,2026-05-04,
SCHVSCHBPS260-1,"Safety sensor, switch magnet",1,Critical,101.0,2914.13,83.0,582.826,7.022,0.0013895528369723,99.86456934769294,C,1.389552836972318e-05,0.9986456934769292,101.0,1.216867469879518,7.0,83.0,Uitgeschakeld,SCHVSCHBPS260-1,15.9,Standard Approved,Schmersal Nederland B.V.,660-Sensor and lighting," 8,20",10 dagen,10.0,40.0,2026-05-04,
RIETGAT0512-8MR20,Toothed belt endless,3,Wear,10.0,640.5600000000001,5.0,128.112,25.62240000000001,0.0050703045585359,98.8037413254866,C,5.070304558535962e-05,0.988037413254866,10.0,2.0,4.0,5.0,Uitgeschakeld,RIETGAT0512-8MR20,15.98,Custom Approved,Ammertech B.V.,360-Drive belt," 8,06",0 dagen,3.0,1.0,2026-05-07,
000367642,Toothed belt endless,3,Wear,2.0,27.17,1.0,5.434,5.434,0.0010753104693972,99.93989580758776,C,1.075310469397262e-05,0.9993989580758776,2.0,2.0,2.0,1.0,Uitgeschakeld,000367642,16.02,Custom Approved,Ammertech B.V.,360-Drive belt," 8,01",0 dagen,3.0,1.0,2026-02-03,
ROUNBELT-00000024,Round belt,3,Wear,1.0,277.2,1.0,55.44,55.44,0.0109707788780611,96.65136813565744,C,0.0001097077887806,0.9665136813565746,1.0,1.0,1.0,1.0,Uitgeschakeld,ROUNBELT-00000024,16.25,Custom approved,Forbo Siegling Nederland B.V.,350-Conveyor," 4,39",0 dagen,5.0,1.0,2023-12-06,
000413239,Rondsnaar,Onbekend,Onbekend,3.0,67.22,3.0,13.444,4.481333333333333,0.0008867914336018,99.96311188695474,C,8.867914336018152e-06,0.9996311188695474,3.0,1.0,1.0,3.0,Uitgeschakeld,000413239,16.32,Custom approved,Forbo Siegling Nederland B.V.,350-Conveyor," 4,41",0 dagen,5.0,1.0,2024-04-22,
000510463,Toothed belt endless,3,Wear,5.0,69.64,5.0,13.928,2.7856,0.0005512301883608,99.99023134989042,C,5.512301883608785e-06,0.9999023134989042,5.0,1.0,1.0,5.0,Uitgeschakeld,000510463,16.38,Custom Approved,Ammertech B.V.,360-Drive belt," 8,19",0 dagen,3.0,0.0,2025-01-31,
RIETPIR0280-5M-25,Toothed belt endless,3,Wear,1.0,12.48,1.0,2.496,2.496,0.000493922512259,99.99331519942209,C,4.939225122590296e-06,0.9999331519942208,1.0,1.0,1.0,1.0,Uitgeschakeld,RIETPIR0280-5M-25,16.46,Custom Approved,Ammertech B.V.,360-Drive belt," 8,30",21 dagen,5.0,1.0,2024-12-20,
RIETPIR25AT5,Toothed belt open-ended,3,Wear,1.0,0.0,1.0,0.0,0.0,0.0,100.0000000000002,C,0.0,1.000000000000002,1.0,1.0,1.0,1.0,Uitgeschakeld,RIETPIR25AT5,16.51,Custom Approved,Ammertech B.V.,360-Drive belt," 8,25",21 dagen,3.0,1.0,2024-12-23,
000732161,"Valve, flow control",3,Wear,2.0,31.09,2.0,6.218,3.109,0.0006152263984829,99.98568466058173,C,6.152263984829018e-06,0.9998568466058172,2.0,1.0,1.0,2.0,Uitgeschakeld,000732161,16.58,Standard Approved,Festo B.V.,550-Valves," 8,29",0 dagen,7.0,0.0,2026-02-20,
RIETPIR0550-5M-25,Toothed belt endless,3,Wear,21.0,651.67,16.0,130.334,8.145875,0.0016119515402836,99.81085594301136,C,1.611951540283663e-05,0.9981085594301136,21.0,1.3125,2.0,16.0,Uitgeschakeld,RIETPIR0550-5M-25,16.62,Standard Approved,Ammertech B.V.,360-Drive belt," 8,38",21 dagen,3.0,1.0,2026-03-24,
SCHVPILSEN1.1-10,Safety switch magnet,2,Critical,1.0,41.94,1.0,8.388,8.388,0.0016598645964858,99.79777322158836,C,1.659864596485873e-05,0.9979777322158836,1.0,1.0,1.0,1.0,Uitgeschakeld,SCHVPILSEN1.1-10,16.96,Custom approved,Pilz Nederland,660-Sensor and lighting," 8,48",21 dagen,10.0,1.0,2026-04-27,
RIETPIR0425-5M-25,Toothed belt endless,3,Wear,8.0,228.99,4.0,45.798,11.4495,0.0022656914279285,99.6694483847749,C,2.265691427928589e-05,0.996694483847749,8.0,2.0,3.0,4.0,Uitgeschakeld,RIETPIR0425-5M-25,16.98,Standard Approved,Ammertech B.V.,360-Drive belt," 3,22",21 dagen,5.0,1.0,2026-04-28,
RIETGAT950-5MR-15,Toothed belt endless,3,Wear,9.0,284.0,8.0,56.8,7.1,0.0014049879154804,99.85759105167163,C,1.404987915480413e-05,0.9985759105167163,9.0,1.125,2.0,8.0,Uitgeschakeld,RIETGAT950-5MR-15,17.0,Standard Approved,Ammertech B.V.,360-Drive belt," 8,50",21 dagen,3.0,1.0,2025-11-10,
METMFESMAP4041/8E,Air pressure indicator,3,Critical,1.0,81.06,1.0,16.212,16.212,0.0032081217022209,99.36848074208682,C,3.208121702220908e-05,0.9936848074208682,1.0,1.0,1.0,1.0,Uitgeschakeld,METMFESMAP4041/8E,17.18,Standard Approved,Festo B.V.,500-Air supply," 8,59",25 dagen,10.0,1.0,2023-03-17,
RIETPIR0450-5M-25,Toothed belt endless,3,Wear,1.0,14.17,1.0,2.834,2.834,0.0005608078524607,99.98857215810504,C,5.608078524607732e-06,0.9998857215810504,1.0,1.0,1.0,1.0,Uitgeschakeld,RIETPIR0450-5M-25,17.34,Custom Approved,Ammertech B.V.,360-Drive belt," 8,74",21 dagen,3.0,1.0,2022-04-29,
RIETGAT670-5MR-09,Toothed belt endless,3,Wear,1.0,13.14,1.0,2.628,2.628,0.0005200434143496,99.99182027249148,C,5.200434143496513e-06,0.9999182027249146,1.0,1.0,1.0,1.0,Uitgeschakeld,RIETGAT670-5MR-09,17.54,Custom Approved,Eriks B.V.,360-Drive belt," 8,77",0 dagen,3.0,1.0,2022-10-04,
RIETPIR0325-5M-25,Toothed belt endless,3,Wear,2.0,36.5,2.0,7.3,3.65,0.00072228251993,99.97835181725873,C,7.222825199300713e-06,0.9997835181725871,2.0,1.0,1.0,2.0,Uitgeschakeld,RIETPIR0325-5M-25,17.82,Custom Approved,Ammertech B.V.,360-Drive belt," 8,91",21 dagen,3.0,1.0,2024-12-04,
VEETSPE075090375,Torsion spring,2,Wear,3.0,244.49,3.0,48.898,16.29933333333333,0.0032254037132,99.35883896304544,C,3.225403713200057e-05,0.9935883896304544,3.0,1.0,1.0,3.0,Uitgeschakeld,VEETSPE075090375,17.84,Custom approved,Amatec B.V.,700-General parts," 7,44",21 dagen,5.0,1.0,2025-12-23,
VEEDSPESP08454,Compression spring,2,Wear,8.0,801.25,4.0,160.25,40.0625,0.0079277927273146,97.90334048450086,C,7.927792727314653e-05,0.9790334048450086,8.0,2.0,3.0,4.0,Uitgeschakeld,VEEDSPESP08454,17.9,Custom approved,Amatec B.V.,700-General parts," 8,95",35 dagen,5.0,10.0,2026-05-05,
RIETPIR0640-5M-25,Toothed belt endless,3,Wear,10.0,324.41,9.0,64.88199999999999,7.20911111111111,0.0014265794355586,99.85337569215396,C,1.426579435558687e-05,0.9985337569215396,10.0,1.111111111111111,2.0,9.0,Uitgeschakeld,RIETPIR0640-5M-25,18.04,Standard Approved,Ammertech B.V.,360-Drive belt," 9,02",21 dagen,3.0,1.0,2025-06-30,
RIETPIR0635-5M-25,Toothed belt endless,3,Wear,2.0,32.4,2.0,6.48,3.24,0.0006411494149516,99.98506943418325,C,6.411494149516249e-06,0.9998506943418324,2.0,1.0,1.0,2.0,Uitgeschakeld,RIETPIR0635-5M-25,18.04,Custom Approved,Ammertech B.V.,360-Drive belt," 9,09",21 dagen,5.0,1.0,2026-04-14,
000230942,Toothed belt endless,3,Wear,1.0,16.29,1.0,3.258,3.258,0.0006447113561458,99.98378456284024,C,6.447113561458006e-06,0.9998378456284024,1.0,1.0,1.0,1.0,Uitgeschakeld,000230942,18.1,Custom Approved,Ammertech B.V.,360-Drive belt," 9,05",0 dagen,3.0,1.0,2025-12-16,
000669943,Toothed belt endless,3,Wear,2.0,105.09,1.0,21.018,21.018,0.0041591600010658,99.04607509387624,C,4.159160001065819e-05,0.9904607509387624,2.0,2.0,2.0,1.0,Uitgeschakeld,000669943,18.22,Custom Approved,Ammertech B.V.,360-Drive belt," 9,18",0 dagen,2.0,0.0,2025-12-02,
RIETGAT0640-8MR20,Toothed belt endless,3,Wear,9.0,152.0,9.0,30.4,3.377777777777778,0.0006684136561909,99.98181045587616,C,6.684136561909944e-06,0.9998181045587616,9.0,1.0,1.0,9.0,Uitgeschakeld,RIETGAT0640-8MR20,18.4,Standard Approved,Ammertech B.V.,360-Drive belt," 9,02",21 dagen,5.0,1.0,2025-09-24,
RIETPIR0520-5M-25,Toothed belt endless,3,Wear,5.0,91.39,4.0,18.278,4.5695,0.0009042383492658,99.96044649955152,C,9.042383492658796e-06,0.9996044649955153,5.0,1.25,2.0,4.0,Uitgeschakeld,RIETPIR0520-5M-25,18.62,Custom Approved,Ammertech B.V.,360-Drive belt," 9,39",21 dagen,5.0,1.0,2026-02-11,
000284717,Toothed belt endless,3,Wear,50.0,2264.46,18.0,452.892,25.16066666666667,0.0049789341707179,98.8337998876055,C,4.978934170717958e-05,0.988337998876055,50.0,2.777777777777778,11.0,18.0,Uitgeschakeld,000284717,18.7,Custom Approved Racupack,Ammertech B.V.,360-Drive belt," 9,62",0 dagen,3.0,1.0,2026-04-09,
VEEDAMAD23390,"Spring, pressure",2,Wear,1.0,17.32,1.0,3.464,3.464,0.0006854757942569,99.98114204222,C,6.854757942569224e-06,0.9998114204221998,1.0,1.0,1.0,1.0,Uitgeschakeld,VEEDAMAD23390,18.72,Custom Approved,Amatec B.V.,700-General parts," 14,59",0 dagen,5.0,1.0,2025-11-25,
RIETPIR0670-5M-25,Toothed belt endless,3,Wear,7.0,122.53,7.0,24.506,3.500857142857143,0.0006927692928926,99.98045656642572,C,6.927692928926156e-06,0.9998045656642572,7.0,1.0,1.0,7.0,Uitgeschakeld,RIETPIR0670-5M-25,18.76,Standard Approved,Ammertech B.V.,360-Drive belt," 9,38",21 dagen,5.0,1.0,2023-08-09,
000271802,"Spring, tension",2,Wear,24.0,1289.63,16.0,257.926,16.120375,0.0031899904321144,99.37167073251894,C,3.189990432114445e-05,0.9937167073251894,24.0,1.5,3.0,16.0,Uitgeschakeld,000271802,18.8,Custom Approved,Amatec B.V.,700-General parts," 9,40",0 dagen,5.0,1.0,2026-04-24,
000357224,"Spring, pressure",2,Wear,2.0,28.79,2.0,5.758,2.879,0.0005697127054462,99.9880113502526,C,5.697127054462124e-06,0.999880113502526,2.0,1.0,1.0,2.0,Uitgeschakeld,000357224,18.84,Custom Approved,Amatec B.V.,700-General parts," 9,42",0 dagen,5.0,1.0,2024-05-15,
000435558,Toothed belt endless,3,Wear,4.0,96.85,4.0,19.37,4.842499999999999,0.0009582611240442,99.95305922040676,C,9.582611240442108e-06,0.9995305922040676,4.0,1.0,1.0,4.0,Uitgeschakeld,000435558,19.0,Custom Approved,Ammertech B.V.,360-Drive belt," 9,50",0 dagen,5.0,1.0,2025-01-31,
FITZPIA3250085,Suction cup fitting,2,Consumable,3.0,117.92,2.0,23.584,11.792,0.0023334672534288,99.6488274826784,C,2.333467253428877e-05,0.996488274826784,3.0,1.5,2.0,2.0,Uitgeschakeld,FITZPIA3250085,19.24,Custom Approved,Pneutec B.V.,560-Vacuum component," 9,62",21 dagen,4.0,1.0,2023-05-03,
VEETSP10441,"Spring, tension",2,Wear,26.0,9095.79,3.0,1819.158,606.3860000000001,0.1199950707206346,38.79758358923056,A,0.0011999507072063,0.3879758358923056,26.0,8.666666666666666,15.0,3.0,Uitgeschakeld,VEETSP10441,19.34,Standard Approved,Amatec B.V.,700-General parts," 14,31",5 dagen,5.0,1.0,2025-11-21,
SCHEKLMR-AT0,"Sensor, position, rotary lever",4,Not Recommended,25.0,724.8299999999999,19.0,144.966,7.62978947368421,0.0015098256349557,99.83589418938128,C,1.509825634955771e-05,0.9983589418938128,25.0,1.315789473684211,3.0,19.0,Uitgeschakeld,SCHEKLMR-AT0,19.56,Standard Approved,Solar Nederland B.V.,660-Sensor and lighting," 9,78",21 dagen,10.0,5.0,2026-01-20,
RIETPIR0240H100,Gear belt,3,Wear,2.0,44.09,2.0,8.818,4.409,0.0008724777069511,99.9648602064242,C,8.724777069511463e-06,0.999648602064242,2.0,1.0,1.0,2.0,Uitgeschakeld,RIETPIR0240H100,19.58,Custom approved,Ammertech B.V.,360-Drive belt," 9,79",21 dagen,3.0,1.0,2022-02-03,
000351353,Toothed belt endless,3,Wear,2.0,37.78,2.0,7.556,3.778,0.000747611879533,99.97688924462726,C,7.476118795330984e-06,0.9997688924462728,2.0,1.0,1.0,2.0,Uitgeschakeld,000351353,19.7,Custom Approved,Eriks B.V.,360-Drive belt," 9,85",0 dagen,5.0,1.0,2024-05-15,
000444115,Toothed belt endless,3,Wear,3.0,50.45999999999999,3.0,10.092,3.363999999999999,0.000665687232067,99.98247614310824,C,6.656872320670573e-06,0.9998247614310825,3.0,1.0,1.0,3.0,Uitgeschakeld,000444115,19.88,Custom Approved,Ammertech B.V.,360-Drive belt," 9,94",0 dagen,3.0,1.0,2024-12-20,
000514870,Tension spring L=48mm,2,Wear,1.0,35.3,1.0,7.06,7.06,0.0013970724906044,99.86178865893402,C,1.397072490604467e-05,0.99861788658934,1.0,1.0,1.0,1.0,Uitgeschakeld,000514870,19.96,Custom Approved,Amatec B.V.,700-General parts," 9,98",0 dagen,5.0,0.0,2023-04-27,
VEETSIATS37001789,Trekveer,2,Wear,1.0,31.8,1.0,6.36,6.36,0.0012585525552754,99.90030713494278,C,1.258552555275412e-05,0.9990030713494278,1.0,1.0,1.0,1.0,Uitgeschakeld,VEETSIATS37001789,20.0,Custom approved,Pacoma Europe B.V.,700-General parts," 10,00",0 dagen,5.0,1.0,2023-03-02,
BELTTIM-00000003,Toothed belt endless,3,Wear,2.0,22.02,2.0,4.404,2.202,0.0004357441394208,99.99514192117496,C,4.357441394208266e-06,0.9999514192117496,2.0,1.0,1.0,2.0,Uitgeschakeld,BELTTIM-00000003,20.0,Custom Approved,Ammertech B.V.,360-Drive belt," 9,20",0 dagen,5.0,1.0,2024-10-03,
RIETPIR0610-5M-25,Toothed belt endless,3,Wear,13.0,339.95,4.0,67.99,16.9975,0.0033635608582222,99.30636445361806,C,3.363560858222297e-05,0.9930636445361806,13.0,3.25,10.0,4.0,Uitgeschakeld,RIETPIR0610-5M-25,20.06,Custom Approved,Ammertech B.V.,360-Drive belt," 10,11",21 dagen,3.0,1.0,2026-03-30,
RIETPIR0600-5M-25,Toothed belt endless,3,Wear,5.0,90.55,2.0,18.11,9.055,0.0017918543062922,99.77344826970813,C,1.791854306292273e-05,0.9977344826970812,5.0,2.5,4.0,2.0,Uitgeschakeld,RIETPIR0600-5M-25,20.06,Standard Approved,Ammertech B.V.,360-Drive belt," 3,80",21 dagen,3.0,1.0,2025-03-10,
000271803,"Spring, tension",2,Wear,15.0,513.46,13.0,102.692,7.899384615384616,0.001563174637232,99.82519481322404,C,1.56317463723201e-05,0.9982519481322404,15.0,1.153846153846154,2.0,13.0,Uitgeschakeld,000271803,20.18,Custom Approved Racupack,Amatec B.V.,700-General parts," 10,09",0 dagen,5.0,1.0,2026-01-19,
RIETPIR0755-5M-25,Gear belt,3,Wear,3.0,104.82,1.0,20.964,20.964,0.0041484741774832,99.05022356805372,C,4.148474177483292e-05,0.9905022356805372,3.0,3.0,3.0,1.0,Uitgeschakeld,RIETPIR0755-5M-25,20.22,Custom approved,Ammertech B.V.,360-Drive belt," 9,57",21 dagen,3.0,1.0,2025-07-22,
RIETPIR0750-5M-25,Toothed belt endless,3,Wear,43.0,1322.34,22.0,264.468,12.02127272727273,0.0023788370296496,99.6323712233794,C,2.37883702964964e-05,0.996323712233794,43.0,1.954545454545455,16.0,22.0,Uitgeschakeld,RIETPIR0750-5M-25,20.22,Standard Approved,Ammertech B.V.,360-Drive belt," 10,19",21 dagen,3.0,1.0,2026-03-30,
000450931,Suction cup fitting,2,Consumable,2.0,0.0,2.0,0.0,0.0,0.0,100.0000000000002,C,0.0,1.000000000000002,2.0,1.0,1.0,2.0,Uitgeschakeld,000450931,20.24,Custom Approved,Pneutec B.V.,560-Vacuum component," 10,12",0 dagen,1.0,1.0,2025-11-07,
SNARSIEPUGR87SH#B,"Drive rope welded, endless",Onbekend,Onbekend,1.0,162.24,1.0,32.448,32.448,0.0064209926593673,98.3484087069431,C,6.420992659367384e-05,0.983484087069431,1.0,1.0,1.0,1.0,Uitgeschakeld,SNARSIEPUGR87SH#B,20.28,Custom approved,Forbo Siegling Nederland B.V.,350-Conveyor," 3,74",0 dagen,5.0,1.0,2026-04-29,
VEEWIT37920179,Trekveer d=2.00 Do=20.0  Lo=100,2,Wear,2.0,198.4,2.0,39.68,19.84,0.0039260507384692,99.14274286726965,C,3.92605073846921e-05,0.9914274286726964,2.0,1.0,1.0,2.0,Uitgeschakeld,VEEWIT37920179,20.46,Custom approved,Pacoma Europe B.V.,700-General parts," 10,23",21 dagen,5.0,1.0,2022-10-24,
000479622,"Spring, pressure",2,Wear,1.0,40.92,1.0,8.184000000000001,8.184000000000001,0.0016194959296185,99.80924399147108,C,1.619495929618549e-05,0.9980924399147107,1.0,1.0,1.0,1.0,Uitgeschakeld,000479622,20.46,Custom Approved,ATV Springs,700-General parts," 10,23",0 dagen,5.0,0.0,2026-04-15,
